VID_PATH = ./data/IMG_5920.MOV
RSZ_SCLE = 0.8
HGT, WDT = 1080, 1920
LEN, FPS = 6848, 195

1.61%	0.57	6.93	1.0
1.62%	0.57	6.93	1.0
1.64%	0.58	6.93	1.0
1.65%	0.58	6.93	1.0
1.66%	0.58	6.93	1.0
1.68%	0.59	6.93	1.0
1.69%	0.6	6.93	1.0
1.71%	0.6	6.93	0.987
1.72%	0.61	6.93	0.9597
1.74%	0.62	6.93	1.0
1.75%	0.62	6.93	1.0
1.77%	0.63	6.93	0.9999
1.78%	0.63	6.93	1.0
1.8%	0.63	6.93	1.0
1.81%	0.64	6.93	0.9999
1.83%	0.64	7.46	0.4906
1.84%	0.65	7.46	0.9531
1.85%	0.66	7.46	0.9984
1.87%	0.66	7.46	0.7692
1.88%	0.66	7.6	0.4591
1.9%	0.68	7.6	0.9157
1.91%	0.68	7.46	0.7931
1.93%	0.68	7.446	0.3695
1.94%	0.69	7.6	0.9926
1.96%	0.69	7.46	0.7549
1.97%	0.7	7..6	0.8698
1.99%	0.7	7..46	0.4487
2.0%	0.71	7.6	0.3906
2.02%	0.71	7.46	0.6656
2.03%	0.72	7.6	0.9302
2.04%	0.73	7.46	0.6803
2.06%	0.73	7.6	0.9593
2.07%	0.74	7.46	0.9076
2.09%	0.75	7.46	0.9723
2.1%	0.75	7.46	0.7902
2.12%	0.76	7.6	0.9535
2.13%	0.76	7.6	0.95
2.15%	0.76	7.46	0.5935
2.16%	0.77	7.46	0.9144
2.18%	0.77	7.46	0.4775
2.19%	0.78	7.46	0.6192
2.21%	0.78	7.46	0.9635
2.22%	0.79	7.46	0.9443
2.23%	0.79	7.6	0.8002
2.25%	0.8	7.46	0.531
2.26%	0.81	7.6	0.9882
2.28%	0.81	7.6	0.9977
2.29%	0.82	7.6	0.6264
2.31%	0.82	746	0.8894
2.32%	0.83	7.26	0.1588
2.34%	0.83	3.26	0.8443
2.35%	0.84	3.26	0.5271
2.37%	0.84	3.26	0.9923
2.38%	0.85	3.26	0.9146
2.39%	0.85	3.26	0.9855
2.41%	0.86	3.26	0.8996
2.42%	0.87	3.26	0.765
2.44%	0.87	3.26	0.9931
2.45%	0.88	3.26	0.9999
2.47%	0.88	3.26	0.9999
2.48%	0.89	3.26	1.0
2.5%	0.89	3.26	0.9853
2.51%	0.89	3.26	0.6897
2.53%	0.9	3.26	1.0
2.54%	0.9	3.26	0.9998
2.56%	0.91	3.26	0.8
2.57%	0.91	3.26	0.9999
2.58%	0.92	3.26	0.9999
2.6%	0.92	3.26	0.8838
2.61%	0.94	3.26	1.0
2.63%	0.94	3.26	0.9953
2.64%	0.94	3.26	0.989
2.66%	0.95	3.26	0.9784
2.67%	0.95	3.26	0.8624
2.69%	0.96	3.26	0.9939
2.7%	0.96	3.26	0.6807
2.72%	0.96	3.26	0.9991
2.73%	0.97	3.26	0.7972
2.75%	0.98	3.26	0.9996
2.76%	0.98	3.26	0.9835
2.77%	0.99	3.26	0.9989
2.79%	1.0	3.26	0.9481
2.8%	1.0	3.26	0.9989
2.82%	1.01	3.26	0.9822
2.83%	1.01	3.26	0.7449
2.85%	1.01	3.26	0.9996
2.86%	1.02	3.26	0.9659
2.88%	1.02	3.26	0.9966
2.89%	1.03	3.26	0.9675
2.91%	1.03	3.26	0.9967
2.92%	1.04	3.26	0.9715
2.94%	1.04	3.26	0.9989
2.95%	1.05	3.26	0.5702
2.96%	1.06	3.26	0.9998
2.98%	1.06	3.26	0.9999
2.99%	1.07	3.26	1.0
3.01%	1.07	3.26	0.9967
3.02%	1.08	3.03	0.4305
3.04%	1.08	3.07	0.999
3.05%	1.09	3.07	1.0
3.07%	1.09	3.07	1.0
3.08%	1.09	3.07	1.0
3.1%	1.1	3.07	0.985
3.11%	1.11	3.07	0.9663
3.12%	1.12	3.07	0.8887
3.14%	1.12	3.07	0.7134
3.15%	1.13	3.07	0.9999
3.17%	1.14	3.07	0.9999
3.18%	1.14	3.07	0.7241
3.2%	1.14	3.07	0.9999
3.21%	1.15	3.07	0.9412
3.23%	1.15	3.07	0.9826
3.24%	1.16	3.07	0.9999
3.26%	1.16	3.07	0.9998
3.27%	1.16	3.07	0.7733
3.29%	1.17	3.07	0.991
3.3%	1.18	3.07	0.9976
3.31%	1.18	3.07	0.9901
3.33%	1.19	3.07	0.8191
3.34%	1.2	3.07	0.9994
3.36%	1.2	3.07	0.9997
3.37%	1.21	3.07	0.9997
3.39%	1.21	3.07	0.9998
3.4%	1.22	3.07	0.9995
3.42%	1.22	3.07	0.9963
3.43%	1.22	3.07	0.9955
3.45%	1.23	3.07	0.9652
3.46%	1.24	3.07	0.9979
3.48%	1.24	3.07	0.9965
3.49%	1.24	3.07	0.996
3.5%	1.25	3.07	0.9991
3.52%	1.25	3.07	0.7646
3.53%	1.26	3.07	0.9969
3.55%	1.26	3.07	0.9415
3.56%	1.26	3.23	0.9505
3.58%	1.27	3.23	0.9847
3.59%	1.27	3.23	0.9998
3.61%	1.28	3.23	0.9891
3.62%	1.29	3.23	0.9996
3.64%	1.29	3.23	0.9981
3.65%	1.29	3.23	0.9994
3.67%	1.3	3.23	0.996
3.68%	1.31	3.23	0.9956
3.69%	1.31	3.23	0.6925
3.71%	1.32	3.23	0.9255
3.72%	1.33	3.23	0.7458
3.74%	1.33	3.23	0.6981
3.75%	1.34	3.23	0.8273
3.77%	1.34	3.23	0.8665
3.78%	1.34	3.23	0.9994
3.8%	1.35	3.23	0.9932
3.81%	1.35	3.23	0.9991
3.83%	1.36	3.23	0.5384
3.84%	1.36	3.23	0.8487
3.86%	1.37	3.23	0.5458
3.87%	1.37	3.23	0.9996
3.88%	1.37	3.23	0.9993
3.9%	1.38	3.23	0.5901
3.91%	1.38	3.23	0.7545
3.93%	1.39	3.23	0.4772
3.94%	1.39	3.23	0.8135
3.96%	1.39	3.23	0.677
3.97%	1.4	3.23	0.5646
3.99%	1.4	3.23	0.9839
4.0%	1.41	3.23	0.9855
4.02%	1.41	3.23	0.9941
4.03%	1.43	1.23	0.3134
4.04%	1.43	0.35	1.0
4.06%	1.44	0.35	1.0
4.07%	1.44	0.35	0.9998
4.09%	1.45	0.35	0.9999
4.1%	1.46	0.35	0.9998
4.12%	1.46	0.35	0.9045
4.13%	1.47	0.35	0.9999
4.15%	1.47	0.35	0.9999
4.16%	1.47	0.35	0.9999
4.18%	1.48	0.35	0.9996
4.19%	1.48	0.35	1.0
4.21%	1.49	0.35	1.0
4.22%	1.49	0.35	1.0
4.23%	1.5	0.35	0.9385
4.25%	1.5	0.35	0.5798
4.26%	1.5	0.35	0.8902
4.28%	1.51	0.35	0.9136
4.29%	1.51	0.35	0.7324
4.31%	1.52	0.35	0.9359
4.32%	1.52	0.35	0.9992
4.34%	1.52	0.35	0.6897
4.35%	1.53	0.35	1.0
4.37%	1.53	0.35	0.7888
4.38%	1.54	0.35	0.9976
4.4%	1.54	0.35	0.9213
4.41%	1.56	0.35	0.7602
4.42%	1.56	0.35	0.9707
4.44%	1.57	0.35	0.9983
4.45%	1.57	0.5	0.9897
4.47%	1.58	0.35	0.9484
4.48%	1.59	0.35	1.0
4.5%	1.59	0.35	0.9784
4.51%	1.6	0.35	0.9999
4.53%	1.6	0.35	0.9995
4.54%	1.6	0.35	0.9192
4.56%	1.61	0.35	1.0
4.57%	1.61	0.35	0.9227
4.59%	1.62	0.35	1.0
4.6%	1.62	0.35	0.9995
4.61%	1.62	0.35	0.9751
4.63%	1.63	0.35	0.9982
4.64%	1.63	0.35	0.9579
