VID_PATH = ./data/IMG_5920.MOV
RSZ_SCLE = 0.8
HGT, WDT = 1080, 1920
LEN, FPS = 6848, 195

2.04%	0.73	7.46	0.4731
2.06%	0.73	7.46	0.7268
2.07%	0.74	7.6	0.9219
2.09%	0.75	7.46	0.9897
2.1%	0.75	7.46	0.9296
2.12%	0.76	7.446	0.4705
2.13%	0.76	7..6	0.5648
2.15%	0.76	7.46	0.532
2.16%	0.77	7.46	0.7444
2.18%	0.77	7.46	0.3751
2.19%	0.78	7.46	0.8823
2.21%	0.78	7.46	0.6616
2.22%	0.79	7.46	0.8638
2.23%	0.79	7.46	0.9646
2.25%	0.8	7.6	0.6602
2.26%	0.81	7.6	0.8408
2.28%	0.81	7.6	0.5818
2.29%	0.82	7.46	0.6417
2.31%	0.82	7..6	0.2779
2.32%	0.83	7.46	0.2263
2.34%	0.83	3.26	0.5974
2.35%	0.84	3.26	0.8465
2.37%	0.84	3.26	0.543
2.38%	0.85	3.26	0.8307
2.39%	0.85	3.26	0.9831
2.41%	0.86	3.26	0.9173
2.42%	0.87	3.26	0.9259
2.44%	0.87	3.26	0.9971
2.45%	0.88	3.26	0.7228
2.47%	0.88	3.26	0.9984
2.48%	0.89	3.26	0.9973
2.5%	0.89	3.26	0.9574
2.51%	0.89	3.26	0.9774
2.53%	0.9	3.26	0.9998
2.54%	0.9	3.26	0.6795
2.56%	0.91	3.26	0.9998
2.57%	0.91	3.26	0.6998
2.58%	0.92	3.26	0.5112
2.6%	0.92	3.26	0.9995
2.61%	0.94	3.26	0.9419
2.63%	0.94	3.26	0.9999
2.64%	0.94	3.26	0.9879
2.66%	0.95	3.26	0.9778
2.67%	0.95	3.26	0.9645
2.69%	0.96	3.26	0.9999
2.7%	0.96	3.26	0.6806
2.72%	0.96	3.26	0.9994
2.73%	0.97	3.26	0.8523
2.75%	0.98	3.26	0.9996
2.76%	0.98	3.26	0.9995
2.77%	0.99	3.26	0.9993
2.79%	1.0	3.26	0.9477
2.8%	1.0	3.26	0.9984
2.82%	1.01	3.26	0.9811
2.83%	1.01	3.26	0.7051
2.85%	1.01	3.26	0.9904
2.86%	1.02	3.26	0.9999
2.88%	1.02	3.26	0.999
2.89%	1.03	3.26	0.9997
2.91%	1.03	3.26	0.9611
2.92%	1.04	3.26	0.6659
2.94%	1.04	3.26	0.9635
2.95%	1.05	3.26	0.9978
2.96%	1.06	3.26	0.6674
2.98%	1.06	3.26	0.9791
2.99%	1.07	3.26	0.6623
3.01%	1.07	3.26	0.9963
3.02%	1.08	3.03	0.4779
3.04%	1.08	3.07	0.9992
3.05%	1.09	3.07	0.9993
3.07%	1.09	3.07	0.8464
3.08%	1.09	3.07	0.9455
3.1%	1.1	3.07	0.9904
3.11%	1.11	3.07	0.9983
3.12%	1.12	3.07	0.9926
3.14%	1.12	3.07	0.9989
3.15%	1.13	3.07	0.9869
3.17%	1.14	3.07	0.9406
3.18%	1.14	3.07	0.9731
3.2%	1.14	3.07	0.6304
3.21%	1.15	3.07	0.9925
3.23%	1.15	3.07	0.9867
3.24%	1.16	3.07	0.9874
3.26%	1.16	3.07	0.9922
3.27%	1.16	3.07	0.9904
3.29%	1.17	3.07	0.9933
3.3%	1.18	3.07	0.975
3.31%	1.18	3.07	0.5614
3.33%	1.19	3.07	0.9763
3.34%	1.2	3.07	0.961
3.36%	1.2	3.07	0.9913
3.37%	1.21	3.07	0.9708
3.39%	1.21	3.07	0.989
3.4%	1.22	3.07	0.9944
3.42%	1.22	3.07	0.9939
3.43%	1.22	3.07	0.9924
3.45%	1.23	3.07	0.9646
3.46%	1.24	3.07	0.997
3.48%	1.24	3.07	0.9954
3.49%	1.24	3.07	0.9949
3.5%	1.25	3.07	0.7771
3.52%	1.25	3.07	0.9991
3.53%	1.26	3.07	0.9941
3.55%	1.26	3.07	0.9645
3.56%	1.26	3.23	0.969
3.58%	1.27	3.23	0.9687
3.59%	1.27	3.23	0.9996
3.61%	1.28	3.23	0.9637
3.62%	1.29	3.23	0.6716
3.64%	1.29	3.23	0.9983
3.65%	1.29	3.23	0.998
3.67%	1.3	3.23	0.8995
3.68%	1.31	3.23	0.8504
3.69%	1.31	3.23	0.6922
3.71%	1.32	3.23	0.4217
3.72%	1.33	3.23	0.9732
3.74%	1.33	3.23	0.9007
3.75%	1.34	3.23	0.884
3.77%	1.34	3.23	0.6598
3.78%	1.34	3.23	0.943
3.8%	1.35	3.23	0.9877
3.81%	1.35	3.23	0.9346
3.83%	1.36	3.23	0.9964
3.84%	1.36	3.23	0.6817
3.86%	1.37	3.23	0.8844
3.87%	1.37	3.23	0.9744
3.88%	1.37	3.23	0.9961
3.9%	1.38	3.23	0.9986
3.91%	1.38	3.23	0.6873
3.93%	1.39	3.23	0.9934
3.94%	1.39	3.23	0.7273
3.96%	1.39	3.23	0.9955
3.97%	1.4	323	0.4331
3.99%	1.4	3.23	0.7037
4.0%	1.41	3.23	0.5108
4.02%	1.41	3.23	0.9949
4.03%	1.43	1.23	0.7003
4.04%	1.43	0.35	0.8048
4.06%	1.44	0.35	0.9986
4.07%	1.44	0.35	0.9961
4.09%	1.45	0.35	0.6961
4.1%	1.46	0.35	0.8406
4.12%	1.46	0.35	0.9821
4.13%	1.47	0.35	0.9956
4.15%	1.47	0.35	0.9869
4.16%	1.47	0.35	0.9286
