VID_PATH = ./data/IMG_6054.MOV
RSZ_SCLE = 0.8
HGT, WDT = 2160, 3840
LEN, FPS = 639, 31

7.82%	0.82	-0.81	0.983
7.98%	0.83	-0.81	0.9704
8.14%	0.85	-0.81	0.8904
8.29%	0.87	-0.81	0.9624
8.45%	0.88	-0.81	0.9814
8.61%	0.92	-0.81	0.958
8.76%	0.95	-0.81	0.9721
8.92%	0.98	-0.81	0.9713
9.08%	1.02	-0.81	0.9805
9.23%	1.05	-0.81	0.9792
9.39%	1.08	-0.81	0.9832
9.55%	1.12	-0.81	0.9708
9.7%	1.15	-0.82	0.9682
9.86%	1.18	-0.82	0.9667
10.02%	1.22	-0.82	0.9725
10.17%	1.25	-0.82	0.9428
10.33%	1.28	-0.82	0.9498
10.49%	1.32	-0.82	0.9704
10.64%	1.35	-0.82	0.9748
10.8%	1.38	-0.81	0.9882
10.95%	1.42	-0.81	0.9464
11.11%	1.45	-0.81	0.9827
11.27%	1.48	-0.81	0.8839
11.42%	1.52	-0.81	0.9771
11.58%	1.55	-0.82	0.975
11.74%	1.58	-0.82	0.9769
11.89%	1.62	-0.82	0.9722
12.05%	1.65	-0.82	0.8787
12.21%	1.68	-0.82	0.9708
12.36%	1.72	-0.82	0.9199
12.52%	1.75	-0.82	0.9638
12.68%	1.78	4.21	0.975
12.83%	1.82	4.21	0.9542
12.99%	1.85	4.21	0.9772
13.15%	1.88	4.21	0.9825
13.3%	1.92	4.21	0.9809
13.46%	1.95	6.48	0.8879
13.62%	1.98	6.48	0.9986
13.77%	2.02	6.48	0.9033
13.93%	2.05	6.48	0.8899
14.08%	2.08	6.48	0.9759
14.24%	2.12	6.48	0.9172
14.4%	2.15	6.48	0.8752
14.55%	2.18	4.71	0.996
14.71%	2.22	4.71	0.9957
14.87%	2.25	4.71	0.874
15.02%	2.28	4.71	0.8903
15.18%	2.32	4.71	0.8726
15.34%	2.35	4.71	0.9959
15.49%	2.38	4.77	0.9946
15.65%	2.42	4.77	0.9929
15.81%	2.45	4.77	0.9954
15.96%	2.48	4.77	0.9962
16.12%	2.52	4.77	0.9346
16.28%	2.55	4.77	0.9969
16.43%	2.58	8.02	0.9984
16.59%	2.62	8.02	0.9983
16.74%	2.65	8.02	0.9976
16.9%	2.68	8.02	0.9976
17.06%	2.72	8.02	0.9982
17.21%	2.75	8.02	0.8831
17.37%	2.78	-0.56	0.9722
17.53%	2.82	-0.56	0.9214
17.68%	2.85	-0.56	0.9232
17.84%	2.88	-0.56	0.8972
18.0%	2.92	-0.56	0.9642
18.15%	2.95	-0.81	0.9844
18.31%	2.98	-0.81	0.9893
18.47%	3.02	-0.81	0.9687
18.62%	3.05	-0.81	0.9817
18.78%	3.08	-0.81	0.9839
18.94%	3.12	-0.81	0.9039
19.09%	3.15	-0.81	0.981
19.25%	3.18	-0.81	0.9855
19.41%	3.22	-0.81	0.9832
19.56%	3.25	-0.81	0.9817
19.72%	3.28	-0.81	0.9847
19.87%	3.32	-0.81	0.9799
20.03%	3.35	-0.81	0.9586
20.19%	3.38	-0.81	0.9823
20.34%	3.42	-0.81	0.9571
20.5%	3.45	-0.81	0.9136
20.66%	3.48	-0.81	0.8935
20.81%	3.52	-0.81	0.9093
20.97%	3.55	-0.81	0.9857
21.13%	3.58	-0.82	0.9853
21.28%	3.62	-0.82	0.9385
21.44%	3.65	-0.82	0.886
21.6%	3.68	-0.82	0.9701
21.75%	3.72	-0.82	0.8756
21.91%	3.75	-0.82	0.9769
22.07%	3.78	-0.82	0.9121
22.22%	3.82	-0.82	0.9351
22.38%	3.85	-0.82	0.9737
22.54%	3.88	-0.82	0.9807
22.69%	3.92	-0.82	0.8867
22.85%	3.95	-0.82	0.9757
23.0%	3.98	-0.81	0.8803
23.16%	4.02	-0.81	0.9772
23.32%	4.05	-0.81	0.9219
23.47%	4.08	-0.81	0.9122
23.63%	4.12	-0.81	0.9007
23.79%	4.15	-0.81	0.9693
23.94%	4.18	-0.81	0.8852
24.1%	4.22	-0.81	0.9828
24.26%	4.25	-0.81	0.9715
24.41%	4.28	-0.81	0.8945
24.57%	4.32	-0.81	0.9797
24.73%	4.35	-0.81	0.9862
24.88%	4.38	-0.82	0.974
25.04%	4.42	-0.82	0.9744
25.2%	4.45	-0.82	0.8994
25.35%	4.48	-0.82	0.9176
25.51%	4.52	-0.82	0.9372
25.67%	4.55	-0.82	0.9639
25.82%	4.58	-0.82	0.9507
25.98%	4.62	-0.81	0.984
26.13%	4.65	-0.81	0.9839
26.29%	4.68	-0.81	0.895
26.45%	4.72	-0.81	0.9852
26.6%	4.75	-0.81	0.9023
26.76%	4.78	-0.81	0.9616
26.92%	4.82	-0.82	0.8906
27.07%	4.85	-0.82	0.8919
27.23%	4.88	-0.82	0.8847
27.39%	4.92	-0.82	0.9215
27.54%	4.95	-0.82	0.9652
27.7%	4.98	-0.82	0.9406
27.86%	5.02	5.17	0.9916
